image_path,label,class_name
data\gameplay-images\Forza Horizon\image_16.png,3,Forza Horizon
data\gameplay-images\Forza Horizon\image_153.png,3,Forza Horizon
data\gameplay-images\Genshin Impact\image_618.png,5,Genshin Impact
data\gameplay-images\God of War\image_402.png,6,God of War
data\gameplay-images\Among Us\image_404.png,0,Among Us
data\gameplay-images\Among Us\image_611.png,0,Among Us
data\gameplay-images\Among Us\image_414.png,0,Among Us
data\gameplay-images\Forza Horizon\image_267.png,3,Forza Horizon
data\gameplay-images\Free Fire\image_256.png,4,Free Fire
data\gameplay-images\Genshin Impact\image_677.png,5,Genshin Impact
data\gameplay-images\Free Fire\image_258.png,4,Free Fire
data\gameplay-images\Forza Horizon\image_528.png,3,Forza Horizon
data\gameplay-images\Terraria\image_43.png,9,Terraria
data\gameplay-images\Genshin Impact\image_740.png,5,Genshin Impact
data\gameplay-images\Terraria\image_806.png,9,Terraria
data\gameplay-images\God of War\image_407.png,6,God of War
data\gameplay-images\Genshin Impact\image_455.png,5,Genshin Impact
data\gameplay-images\Forza Horizon\image_75.png,3,Forza Horizon
data\gameplay-images\Free Fire\image_303.png,4,Free Fire
data\gameplay-images\Minecraft\image_187.png,7,Minecraft
data\gameplay-images\Genshin Impact\image_269.png,5,Genshin Impact
data\gameplay-images\Fortnite\image_829.png,2,Fortnite
data\gameplay-images\God of War\image_308.png,6,God of War
data\gameplay-images\Minecraft\image_583.png,7,Minecraft
data\gameplay-images\Roblox\image_612.png,8,Roblox
data\gameplay-images\Among Us\image_977.png,0,Among Us
data\gameplay-images\Forza Horizon\image_876.png,3,Forza Horizon
data\gameplay-images\Roblox\image_733.png,8,Roblox
data\gameplay-images\Free Fire\image_686.png,4,Free Fire
data\gameplay-images\Roblox\image_313.png,8,Roblox
data\gameplay-images\Minecraft\image_242.png,7,Minecraft
data\gameplay-images\Fortnite\image_72.png,2,Fortnite
data\gameplay-images\Among Us\image_966.png,0,Among Us
data\gameplay-images\God of War\image_238.png,6,God of War
data\gameplay-images\Fortnite\image_788.png,2,Fortnite
data\gameplay-images\Among Us\image_621.png,0,Among Us
data\gameplay-images\Terraria\image_467.png,9,Terraria
data\gameplay-images\Genshin Impact\image_780.png,5,Genshin Impact
data\gameplay-images\Minecraft\image_214.png,7,Minecraft
data\gameplay-images\Genshin Impact\image_395.png,5,Genshin Impact
data\gameplay-images\Minecraft\image_498.png,7,Minecraft
data\gameplay-images\God of War\image_106.png,6,God of War
data\gameplay-images\Apex Legends\image_303.png,1,Apex Legends
data\gameplay-images\Fortnite\image_279.png,2,Fortnite
data\gameplay-images\Forza Horizon\image_593.png,3,Forza Horizon
data\gameplay-images\Free Fire\image_788.png,4,Free Fire
data\gameplay-images\God of War\image_385.png,6,God of War
data\gameplay-images\God of War\image_828.png,6,God of War
data\gameplay-images\God of War\image_269.png,6,God of War
data\gameplay-images\Forza Horizon\image_748.png,3,Forza Horizon
data\gameplay-images\Genshin Impact\image_215.png,5,Genshin Impact
data\gameplay-images\Forza Horizon\image_537.png,3,Forza Horizon
data\gameplay-images\God of War\image_793.png,6,God of War
data\gameplay-images\Forza Horizon\image_747.png,3,Forza Horizon
data\gameplay-images\Forza Horizon\image_501.png,3,Forza Horizon
data\gameplay-images\Minecraft\image_345.png,7,Minecraft
data\gameplay-images\Terraria\image_507.png,9,Terraria
data\gameplay-images\Free Fire\image_896.png,4,Free Fire
data\gameplay-images\God of War\image_747.png,6,God of War
data\gameplay-images\Roblox\image_187.png,8,Roblox
data\gameplay-images\Terraria\image_847.png,9,Terraria
data\gameplay-images\Free Fire\image_153.png,4,Free Fire
data\gameplay-images\God of War\image_722.png,6,God of War
data\gameplay-images\Fortnite\image_927.png,2,Fortnite
data\gameplay-images\Among Us\image_236.png,0,Among Us
data\gameplay-images\God of War\image_671.png,6,God of War
data\gameplay-images\Forza Horizon\image_628.png,3,Forza Horizon
data\gameplay-images\Minecraft\image_778.png,7,Minecraft
data\gameplay-images\Free Fire\image_810.png,4,Free Fire
data\gameplay-images\Among Us\image_233.png,0,Among Us
data\gameplay-images\Free Fire\image_946.png,4,Free Fire
data\gameplay-images\Forza Horizon\image_228.png,3,Forza Horizon
data\gameplay-images\Minecraft\image_912.png,7,Minecraft
data\gameplay-images\Terraria\image_153.png,9,Terraria
data\gameplay-images\Terraria\image_934.png,9,Terraria
data\gameplay-images\Free Fire\image_647.png,4,Free Fire
data\gameplay-images\Fortnite\image_266.png,2,Fortnite
data\gameplay-images\Forza Horizon\image_247.png,3,Forza Horizon
data\gameplay-images\God of War\image_479.png,6,God of War
data\gameplay-images\Roblox\image_311.png,8,Roblox
data\gameplay-images\Among Us\image_398.png,0,Among Us
data\gameplay-images\Among Us\image_63.png,0,Among Us
data\gameplay-images\Roblox\image_299.png,8,Roblox
data\gameplay-images\Among Us\image_667.png,0,Among Us
data\gameplay-images\God of War\image_909.png,6,God of War
data\gameplay-images\Genshin Impact\image_951.png,5,Genshin Impact
data\gameplay-images\God of War\image_697.png,6,God of War
data\gameplay-images\Genshin Impact\image_83.png,5,Genshin Impact
data\gameplay-images\Roblox\image_376.png,8,Roblox
data\gameplay-images\Apex Legends\image_974.png,1,Apex Legends
data\gameplay-images\Genshin Impact\image_247.png,5,Genshin Impact
data\gameplay-images\Fortnite\image_973.png,2,Fortnite
data\gameplay-images\Genshin Impact\image_307.png,5,Genshin Impact
data\gameplay-images\Minecraft\image_733.png,7,Minecraft
data\gameplay-images\Minecraft\image_1005.png,7,Minecraft
data\gameplay-images\Terraria\image_627.png,9,Terraria
data\gameplay-images\Apex Legends\image_352.png,1,Apex Legends
data\gameplay-images\God of War\image_795.png,6,God of War
data\gameplay-images\Roblox\image_565.png,8,Roblox
data\gameplay-images\Minecraft\image_586.png,7,Minecraft
data\gameplay-images\Genshin Impact\image_850.png,5,Genshin Impact
data\gameplay-images\Among Us\image_815.png,0,Among Us
data\gameplay-images\Genshin Impact\image_263.png,5,Genshin Impact
data\gameplay-images\Free Fire\image_767.png,4,Free Fire
data\gameplay-images\Forza Horizon\image_720.png,3,Forza Horizon
data\gameplay-images\Minecraft\image_427.png,7,Minecraft
data\gameplay-images\Fortnite\image_516.png,2,Fortnite
data\gameplay-images\Terraria\image_326.png,9,Terraria
data\gameplay-images\Among Us\image_683.png,0,Among Us
data\gameplay-images\Terraria\image_159.png,9,Terraria
data\gameplay-images\Terraria\image_600.png,9,Terraria
data\gameplay-images\Apex Legends\image_455.png,1,Apex Legends
data\gameplay-images\Roblox\image_735.png,8,Roblox
data\gameplay-images\God of War\image_219.png,6,God of War
data\gameplay-images\Forza Horizon\image_346.png,3,Forza Horizon
data\gameplay-images\Fortnite\image_542.png,2,Fortnite
data\gameplay-images\Forza Horizon\image_998.png,3,Forza Horizon
data\gameplay-images\Genshin Impact\image_872.png,5,Genshin Impact
data\gameplay-images\Free Fire\image_78.png,4,Free Fire
data\gameplay-images\Apex Legends\image_395.png,1,Apex Legends
data\gameplay-images\God of War\image_298.png,6,God of War
data\gameplay-images\Roblox\image_797.png,8,Roblox
data\gameplay-images\Genshin Impact\image_500.png,5,Genshin Impact
data\gameplay-images\Terraria\image_793.png,9,Terraria
data\gameplay-images\Roblox\image_692.png,8,Roblox
data\gameplay-images\Forza Horizon\image_1023.png,3,Forza Horizon
data\gameplay-images\Genshin Impact\image_591.png,5,Genshin Impact
data\gameplay-images\Fortnite\image_369.png,2,Fortnite
data\gameplay-images\Forza Horizon\image_238.png,3,Forza Horizon
data\gameplay-images\Terraria\image_585.png,9,Terraria
data\gameplay-images\Apex Legends\image_292.png,1,Apex Legends
data\gameplay-images\Terraria\image_701.png,9,Terraria
data\gameplay-images\Forza Horizon\image_432.png,3,Forza Horizon
data\gameplay-images\Forza Horizon\image_783.png,3,Forza Horizon
data\gameplay-images\Free Fire\image_993.png,4,Free Fire
data\gameplay-images\Fortnite\image_814.png,2,Fortnite
data\gameplay-images\Forza Horizon\image_807.png,3,Forza Horizon
data\gameplay-images\Fortnite\image_549.png,2,Fortnite
data\gameplay-images\Forza Horizon\image_352.png,3,Forza Horizon
data\gameplay-images\Minecraft\image_458.png,7,Minecraft
data\gameplay-images\Free Fire\image_345.png,4,Free Fire
data\gameplay-images\Genshin Impact\image_64.png,5,Genshin Impact
data\gameplay-images\Terraria\image_911.png,9,Terraria
data\gameplay-images\Among Us\image_706.png,0,Among Us
data\gameplay-images\Roblox\image_166.png,8,Roblox
data\gameplay-images\Roblox\image_16.png,8,Roblox
data\gameplay-images\Fortnite\image_486.png,2,Fortnite
data\gameplay-images\Genshin Impact\image_1000.png,5,Genshin Impact
data\gameplay-images\Among Us\image_846.png,0,Among Us
data\gameplay-images\Minecraft\image_459.png,7,Minecraft
data\gameplay-images\Minecraft\image_26.png,7,Minecraft
data\gameplay-images\God of War\image_595.png,6,God of War
data\gameplay-images\Free Fire\image_397.png,4,Free Fire
data\gameplay-images\Roblox\image_175.png,8,Roblox
data\gameplay-images\Genshin Impact\image_216.png,5,Genshin Impact
data\gameplay-images\God of War\image_193.png,6,God of War
data\gameplay-images\Free Fire\image_760.png,4,Free Fire
data\gameplay-images\Terraria\image_114.png,9,Terraria
data\gameplay-images\Terraria\image_92.png,9,Terraria
data\gameplay-images\Free Fire\image_491.png,4,Free Fire
data\gameplay-images\Terraria\image_350.png,9,Terraria
data\gameplay-images\Apex Legends\image_517.png,1,Apex Legends
data\gameplay-images\God of War\image_549.png,6,God of War
data\gameplay-images\Genshin Impact\image_226.png,5,Genshin Impact
data\gameplay-images\Roblox\image_471.png,8,Roblox
data\gameplay-images\Forza Horizon\image_517.png,3,Forza Horizon
data\gameplay-images\Apex Legends\image_467.png,1,Apex Legends
data\gameplay-images\Forza Horizon\image_641.png,3,Forza Horizon
data\gameplay-images\Apex Legends\image_27.png,1,Apex Legends
data\gameplay-images\Fortnite\image_665.png,2,Fortnite
data\gameplay-images\Free Fire\image_797.png,4,Free Fire
data\gameplay-images\God of War\image_982.png,6,God of War
data\gameplay-images\Forza Horizon\image_5.png,3,Forza Horizon
data\gameplay-images\Roblox\image_707.png,8,Roblox
data\gameplay-images\Apex Legends\image_781.png,1,Apex Legends
data\gameplay-images\Forza Horizon\image_608.png,3,Forza Horizon
data\gameplay-images\Genshin Impact\image_404.png,5,Genshin Impact
data\gameplay-images\Minecraft\image_77.png,7,Minecraft
data\gameplay-images\Minecraft\image_1038.png,7,Minecraft
data\gameplay-images\Roblox\image_882.png,8,Roblox
data\gameplay-images\Among Us\image_173.png,0,Among Us
data\gameplay-images\Forza Horizon\image_217.png,3,Forza Horizon
data\gameplay-images\Fortnite\image_854.png,2,Fortnite
data\gameplay-images\Minecraft\image_742.png,7,Minecraft
data\gameplay-images\Minecraft\image_49.png,7,Minecraft
data\gameplay-images\Among Us\image_259.png,0,Among Us
data\gameplay-images\Forza Horizon\image_1012.png,3,Forza Horizon
data\gameplay-images\Roblox\image_803.png,8,Roblox
data\gameplay-images\Apex Legends\image_143.png,1,Apex Legends
data\gameplay-images\Genshin Impact\image_357.png,5,Genshin Impact
data\gameplay-images\Apex Legends\image_624.png,1,Apex Legends
data\gameplay-images\Apex Legends\image_261.png,1,Apex Legends
data\gameplay-images\Genshin Impact\image_111.png,5,Genshin Impact
data\gameplay-images\Apex Legends\image_932.png,1,Apex Legends
data\gameplay-images\Among Us\image_830.png,0,Among Us
data\gameplay-images\God of War\image_997.png,6,God of War
data\gameplay-images\Minecraft\image_47.png,7,Minecraft
data\gameplay-images\Roblox\image_223.png,8,Roblox
data\gameplay-images\Among Us\image_762.png,0,Among Us
data\gameplay-images\Fortnite\image_586.png,2,Fortnite
data\gameplay-images\Forza Horizon\image_17.png,3,Forza Horizon
data\gameplay-images\Terraria\image_376.png,9,Terraria
data\gameplay-images\Forza Horizon\image_407.png,3,Forza Horizon
data\gameplay-images\God of War\image_187.png,6,God of War
data\gameplay-images\Free Fire\image_659.png,4,Free Fire
data\gameplay-images\Fortnite\image_629.png,2,Fortnite
data\gameplay-images\Roblox\image_459.png,8,Roblox
data\gameplay-images\Genshin Impact\image_732.png,5,Genshin Impact
data\gameplay-images\Minecraft\image_307.png,7,Minecraft
data\gameplay-images\Genshin Impact\image_123.png,5,Genshin Impact
data\gameplay-images\Forza Horizon\image_23.png,3,Forza Horizon
data\gameplay-images\Apex Legends\image_300.png,1,Apex Legends
data\gameplay-images\God of War\image_615.png,6,God of War
data\gameplay-images\God of War\image_247.png,6,God of War
data\gameplay-images\Minecraft\image_816.png,7,Minecraft
data\gameplay-images\God of War\image_1026.png,6,God of War
data\gameplay-images\Minecraft\image_483.png,7,Minecraft
data\gameplay-images\Free Fire\image_971.png,4,Free Fire
data\gameplay-images\Terraria\image_698.png,9,Terraria
data\gameplay-images\Terraria\image_160.png,9,Terraria
data\gameplay-images\Genshin Impact\image_693.png,5,Genshin Impact
data\gameplay-images\Genshin Impact\image_264.png,5,Genshin Impact
data\gameplay-images\God of War\image_151.png,6,God of War
data\gameplay-images\Free Fire\image_807.png,4,Free Fire
data\gameplay-images\Genshin Impact\image_364.png,5,Genshin Impact
data\gameplay-images\Minecraft\image_702.png,7,Minecraft
data\gameplay-images\Apex Legends\image_1021.png,1,Apex Legends
data\gameplay-images\Roblox\image_481.png,8,Roblox
data\gameplay-images\Minecraft\image_254.png,7,Minecraft
data\gameplay-images\Free Fire\image_944.png,4,Free Fire
data\gameplay-images\Roblox\image_220.png,8,Roblox
data\gameplay-images\Roblox\image_20.png,8,Roblox
data\gameplay-images\Genshin Impact\image_651.png,5,Genshin Impact
data\gameplay-images\Roblox\image_877.png,8,Roblox
data\gameplay-images\Free Fire\image_86.png,4,Free Fire
data\gameplay-images\Among Us\image_76.png,0,Among Us
data\gameplay-images\God of War\image_83.png,6,God of War
data\gameplay-images\Genshin Impact\image_447.png,5,Genshin Impact
data\gameplay-images\Among Us\image_10.png,0,Among Us
data\gameplay-images\Fortnite\image_213.png,2,Fortnite
data\gameplay-images\Genshin Impact\image_717.png,5,Genshin Impact
data\gameplay-images\Among Us\image_124.png,0,Among Us
data\gameplay-images\Genshin Impact\image_760.png,5,Genshin Impact
data\gameplay-images\Free Fire\image_160.png,4,Free Fire
data\gameplay-images\Terraria\image_982.png,9,Terraria
data\gameplay-images\God of War\image_365.png,6,God of War
data\gameplay-images\Genshin Impact\image_585.png,5,Genshin Impact
data\gameplay-images\Roblox\image_141.png,8,Roblox
data\gameplay-images\Apex Legends\image_187.png,1,Apex Legends
data\gameplay-images\God of War\image_317.png,6,God of War
data\gameplay-images\Minecraft\image_532.png,7,Minecraft
data\gameplay-images\Apex Legends\image_736.png,1,Apex Legends
data\gameplay-images\Minecraft\image_685.png,7,Minecraft
data\gameplay-images\God of War\image_832.png,6,God of War
data\gameplay-images\Genshin Impact\image_466.png,5,Genshin Impact
data\gameplay-images\Genshin Impact\image_266.png,5,Genshin Impact
data\gameplay-images\Genshin Impact\image_417.png,5,Genshin Impact
data\gameplay-images\Forza Horizon\image_699.png,3,Forza Horizon
data\gameplay-images\Among Us\image_488.png,0,Among Us
data\gameplay-images\Terraria\image_82.png,9,Terraria
data\gameplay-images\Terraria\image_749.png,9,Terraria
data\gameplay-images\Among Us\image_520.png,0,Among Us
data\gameplay-images\God of War\image_577.png,6,God of War
data\gameplay-images\Terraria\image_51.png,9,Terraria
data\gameplay-images\Forza Horizon\image_793.png,3,Forza Horizon
data\gameplay-images\Minecraft\image_1026.png,7,Minecraft
data\gameplay-images\Terraria\image_355.png,9,Terraria
data\gameplay-images\Free Fire\image_614.png,4,Free Fire
data\gameplay-images\Fortnite\image_698.png,2,Fortnite
data\gameplay-images\Minecraft\image_494.png,7,Minecraft
data\gameplay-images\Forza Horizon\image_888.png,3,Forza Horizon
data\gameplay-images\God of War\image_638.png,6,God of War
data\gameplay-images\Among Us\image_777.png,0,Among Us
data\gameplay-images\Free Fire\image_751.png,4,Free Fire
data\gameplay-images\Free Fire\image_286.png,4,Free Fire
data\gameplay-images\Genshin Impact\image_546.png,5,Genshin Impact
data\gameplay-images\God of War\image_161.png,6,God of War
data\gameplay-images\Terraria\image_138.png,9,Terraria
data\gameplay-images\Genshin Impact\image_768.png,5,Genshin Impact
data\gameplay-images\Minecraft\image_143.png,7,Minecraft
data\gameplay-images\Fortnite\image_250.png,2,Fortnite
data\gameplay-images\Fortnite\image_801.png,2,Fortnite
data\gameplay-images\Free Fire\image_700.png,4,Free Fire
data\gameplay-images\Among Us\image_994.png,0,Among Us
data\gameplay-images\Terraria\image_628.png,9,Terraria
data\gameplay-images\Terraria\image_490.png,9,Terraria
data\gameplay-images\Terraria\image_999.png,9,Terraria
